Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
LOC126806913,BRD4-Independent Group 4 Enhancer GRCh37_chr3:193364377-193365576,Functional Element,,4,GC03P193646,0.736588657,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806913
TH,Tyrosine Hydroxylase,Protein Coding,P07101,57,GC11M002163,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH
FGB,Fibrinogen Beta Chain,Protein Coding,P02675,53,GC04P154620,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGB
MYBPC3,Myosin Binding Protein C3,Protein Coding,Q14896,53,GC11M108877,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPC3
CCR6,C-C Motif Chemokine Receptor 6,Protein Coding,P51684,50,GC06P167111,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6
ATXN10,Ataxin 10,Protein Coding,Q9UBB4,49,GC22P052677,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN10
SARM1,Sterile Alpha And TIR Motif Containing 1,Protein Coding,Q6SZW1,48,GC17P028364,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARM1
ATP5PF,ATP Synthase Peripheral Stalk Subunit F6,Protein Coding,P18859,46,GC21M026064,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PF
ELAVL4,ELAV Like RNA Binding Protein 4,Protein Coding,P26378,46,GC01P050025,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL4
CHCHD2,Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 2,Protein Coding,Q9Y6H1,45,GC07M056101,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD2
RBFOX3,RNA Binding Fox-1 Homolog 3,Protein Coding,A6NFN3,44,GC17M079089,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX3
MIR196A1,MicroRNA 196a-1,RNA Gene,,24,GC17M048632,0.729665399,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A1
SMAP1,Small ArfGAP 1,Protein Coding,Q8IYB5,42,GC06P070667,0.728883266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAP1
TRAFD1,TRAF-Type Zinc Finger Domain Containing 1,Protein Coding,O14545,42,GC12P112125,0.728883266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAFD1
LINC00313,Long Intergenic Non-Protein Coding RNA 313,RNA Gene,P59037,25,GC21M043440,0.727486849,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00313
GOLGA4,Golgin A4,Protein Coding,Q13439,44,GC03P037243,0.720670998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA4
UBXN4,UBX Domain Protein 4,Protein Coding,Q92575,44,GC02P135741,0.720670998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN4
PPARGC1B,PPARG Coactivator 1 Beta,Protein Coding,Q86YN6,42,GC05P149730,0.720426083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARGC1B
MCU,Mitochondrial Calcium Uniporter,Protein Coding,Q8NE86,45,GC10P072692,0.719739974,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCU
EXOSC4,Exosome Component 4,Protein Coding,Q9NPD3,44,GC08P145574,0.719739974,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC4
MYH7,Myosin Heavy Chain 7,Protein Coding,P12883,53,GC14M023412,0.71877408,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7
EPS15,Epidermal Growth Factor Receptor Pathway Substrate 15,Protein Coding,P42566,52,GC01M051354,0.718608975,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15
ALYREF,Aly/REF Export Factor,Protein Coding,Q86V81,45,GC17M081887,0.716508985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALYREF
SNX2,Sorting Nexin 2,Protein Coding,O60749,46,GC05P122774,0.71537143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX2
YKT6,YKT6 V-SNARE Homolog,Protein Coding,O15498,46,GC07P044200,0.71537143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YKT6
F2,"Coagulation Factor II, Thrombin",Protein Coding,P00734,57,GC11P046851,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2
KCNH2,Potassium Voltage-Gated Channel Subfamily H Member 2,Protein Coding,Q12809,57,GC07M150944,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2
TYMS,Thymidylate Synthetase,Protein Coding,P04818,57,GC18P000657,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMS
PLG,Plasminogen,Protein Coding,P00747,56,GC06P160702,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG
RXRA,Retinoid X Receptor Alpha,Protein Coding,P19793,56,GC09P134317,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA
KYNU,Kynureninase,Protein Coding,Q16719,55,GC02P142877,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KYNU
NCAM1,Neural Cell Adhesion Molecule 1,Protein Coding,P13591,55,GC11P112961,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1
WNT4,Wnt Family Member 4,Protein Coding,P56705,54,GC01M022190,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4
HYAL1,Hyaluronidase 1,Protein Coding,Q12794,53,GC03M050299,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYAL1
CBLB,Cbl Proto-Oncogene B,Protein Coding,Q13191,52,GC03M105655,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLB
MEF2A,Myocyte Enhancer Factor 2A,Protein Coding,Q02078,52,GC15P099565,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2A
PRSS1,Serine Protease 1,Protein Coding,P07477,52,GC07P152152,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
SLC2A9,Solute Carrier Family 2 Member 9,Protein Coding,Q9NRM0,52,GC04M009772,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A9
AHSG,Alpha 2-HS Glycoprotein,Protein Coding,P02765,51,GC03P186653,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG
EFEMP2,EGF Containing Fibulin Extracellular Matrix Protein 2,Protein Coding,O95967,51,GC11M109269,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFEMP2
HPN,Hepsin,Protein Coding,P05981,51,GC19P035040,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPN
TXNRD1,Thioredoxin Reductase 1,Protein Coding,Q16881,51,GC12P104215,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD1
ARL3,ADP Ribosylation Factor Like GTPase 3,Protein Coding,P36405,50,GC10M102673,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL3
CRHR1,Corticotropin Releasing Hormone Receptor 1,Protein Coding,P34998,50,GC17P045784,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR1
ETFB,Electron Transfer Flavoprotein Subunit Beta,Protein Coding,P38117,50,GC19M051345,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFB
KRT17,Keratin 17,Protein Coding,Q04695,50,GC17M041619,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT17
NR1I2,Nuclear Receptor Subfamily 1 Group I Member 2,Protein Coding,O75469,50,GC03P119780,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I2
PSMB7,Proteasome 20S Subunit Beta 7,Protein Coding,Q99436,50,GC09M124353,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB7
HIF1AN,Hypoxia Inducible Factor 1 Subunit Alpha Inhibitor,Protein Coding,Q9NWT6,49,GC10P100529,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1AN
PDE3B,Phosphodiesterase 3B,Protein Coding,Q13370,49,GC11P014643,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE3B
SOD3,Superoxide Dismutase 3,Protein Coding,P08294,49,GC04P024798,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3
ATOX1,Antioxidant 1 Copper Chaperone,Protein Coding,O00244,48,GC05M151743,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOX1
EXOC5,Exocyst Complex Component 5,Protein Coding,O00471,48,GC14M057200,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC5
OSTM1,Osteoclastogenesis Associated Transmembrane Protein 1,Protein Coding,Q86WC4,48,GC06M108268,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSTM1
PLA2G5,Phospholipase A2 Group V,Protein Coding,P39877,48,GC01P020028,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G5
RECQL4,RecQ Like Helicase 4,Protein Coding,O94761,48,GC08M146085,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4
SERPINA4,Serpin Family A Member 4,Protein Coding,P29622,48,GC14P094561,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA4
TRPM3,Transient Receptor Potential Cation Channel Subfamily M Member 3,Protein Coding,Q9HCF6,48,GC09M070529,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM3
FCAR,Fc Alpha Receptor,Protein Coding,P24071,47,GC19P083920,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAR
GPER1,G Protein-Coupled Estrogen Receptor 1,Protein Coding,Q99527,47,GC07P004023,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPER1
RAG2,Recombination Activating 2,Protein Coding,P55895,47,GC11M036575,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG2
TFF3,Trefoil Factor 3,Protein Coding,Q07654,47,GC21M042311,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF3
AK5,Adenylate Kinase 5,Protein Coding,Q9Y6K8,46,GC01P077281,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK5
DYNC2LI1,Dynein Cytoplasmic 2 Light Intermediate Chain 1,Protein Coding,Q8TCX1,46,GC02P043788,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC2LI1
SRRT,"Serrate, RNA Effector Molecule",Protein Coding,Q9BXP5,46,GC07P100875,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRT
GPR183,G Protein-Coupled Receptor 183,Protein Coding,P32249,45,GC13M099398,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR183
LUC7L3,LUC7 Like 3 Pre-MRNA Splicing Factor,Protein Coding,O95232,45,GC17P050719,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L3
SFXN2,Sideroflexin 2,Protein Coding,Q96NB2,45,GC10P102714,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN2
ZHX2,Zinc Fingers And Homeoboxes 2,Protein Coding,Q9Y6X8,45,GC08P122783,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZHX2
AGBL2,AGBL Carboxypeptidase 2,Protein Coding,Q5U5Z8,44,GC11M108885,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGBL2
APEX2,Apurinic/Apyrimidinic Endodeoxyribonuclease 2,Protein Coding,Q9UBZ4,44,GC0XP055000,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX2
IFI6,Interferon Alpha Inducible Protein 6,Protein Coding,P09912,44,GC01M027666,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI6
LHX2,LIM Homeobox 2,Protein Coding,P50458,44,GC09P124001,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHX2
NDUFAF5,NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5,Protein Coding,Q5TEU4,44,GC20P013954,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5
NGB,Neuroglobin,Protein Coding,Q9NPG2,44,GC14M077265,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGB
PPP1R13B,Protein Phosphatase 1 Regulatory Subunit 13B,Protein Coding,Q96KQ4,44,GC14M103733,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R13B
SSU72,"SSU72 Homolog, RNA Polymerase II CTD Phosphatase",Protein Coding,Q9NP77,44,GC01M001541,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSU72
USP44,Ubiquitin Specific Peptidase 44,Protein Coding,Q9H0E7,44,GC12M095516,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP44
BDH2,3-Hydroxybutyrate Dehydrogenase 2,Protein Coding,Q9BUT1,43,GC04M103077,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDH2
H4C16,H4 Histone 16,Protein Coding,P62805,43,GC12M025134,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C16
PNN,"Pinin, Desmosome Associated Protein",Protein Coding,Q9H307,43,GC14P039175,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNN
POLDIP2,DNA Polymerase Delta Interacting Protein 2,Protein Coding,Q9Y2S7,43,GC17M028346,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLDIP2
FSIP1,Fibrous Sheath Interacting Protein 1,Protein Coding,Q8NA03,42,GC15M039594,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP1
SUSD4,Sushi Domain Containing 4,Protein Coding,Q5VX71,42,GC01M223220,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUSD4
FBXL16,F-Box And Leucine Rich Repeat Protein 16,Protein Coding,Q8N461,41,GC16M010374,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL16
TAF1L,TATA-Box Binding Protein Associated Factor 1 Like,Protein Coding,Q8IZX4,40,GC09M032619,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1L
TIPARP,TCDD Inducible Poly(ADP-Ribose) Polymerase,Protein Coding,Q7Z3E1,40,GC03P156673,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIPARP
ZSCAN18,Zinc Finger And SCAN Domain Containing 18,Protein Coding,Q8TBC5,40,GC19M080278,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN18
MIR152,MicroRNA 152,RNA Gene,,24,GC17M048037,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152
MIR425,MicroRNA 425,RNA Gene,,22,GC03M052399,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR425
CASC15,Cancer Susceptibility 15,RNA Gene,,21,GC06P021676,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC15
MIR486-1,MicroRNA 486-1,RNA Gene,,21,GC08M041660,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR486-1
FAM225B,Family With Sequence Similarity 225 Member B,RNA Gene,,18,GC09M113103,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM225B
LINC00858,Long Intergenic Non-Protein Coding RNA 858,RNA Gene,,17,GC10P098349,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00858
LINC01828,Long Intergenic Non-Protein Coding RNA 1828,RNA Gene,,16,GC02P067056,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01828
NKILA,NF-KappaB Interacting LncRNA,RNA Gene,,15,GC20P057711,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKILA
VTRNA1-3,Vault RNA 1-3,RNA Gene,,15,GC05P148621,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-3
MIR1268A,MicroRNA 1268a,RNA Gene,,12,GC15M022225,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1268A
ATP6V0CP1,ATPase H+ Transporting V0 Subunit C Pseudogene 1,Pseudogene,,10,GC17M004856,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0CP1
LOC111674472,DNase I Hypersensitive Sites In Introns 16 And 17a Of CFTR,Functional Element,,4,GC07P117607,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111674472
LOC117600004,CTSL Promoter Region,Functional Element,,2,GC09P087724,0.708783627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC117600004
MKNK1,MAPK Interacting Serine/Threonine Kinase 1,Protein Coding,Q9BUB5,52,GC01M046557,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKNK1
IGF2BP2-AS1,IGF2BP2 Antisense RNA 1,RNA Gene,Q96M15,26,GC03P185620,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2-AS1
LINC00269,Long Intergenic Non-Protein Coding RNA 269,RNA Gene,Q8N2A0,24,GC0XP069179,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00269
LINC00304,Long Intergenic Non-Protein Coding RNA 304,RNA Gene,Q8N9R0,24,GC16P089159,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00304
LINC00544,Long Intergenic Non-Protein Coding RNA 544,RNA Gene,,19,GC13P029935,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00544
LINC00307,Long Intergenic Non-Protein Coding RNA 307,RNA Gene,,15,GC21M030210,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00307
MIS18A-AS1,MIS18A Antisense RNA 1,RNA Gene,,14,GC21P032277,0.703205764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIS18A-AS1
HERC2,HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 2,Protein Coding,O95714,52,GC15M028111,0.700361907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC2
TOPORS,"TOP1 Binding Arginine/Serine Rich Protein, E3 Ubiquitin Ligase",Protein Coding,Q9NS56,50,GC09M032540,0.700361907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOPORS
VAC14,VAC14 Component Of PIKFYVE Complex,Protein Coding,Q08AM6,49,GC16M071943,0.700361907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAC14
ITSN2,Intersectin 2,Protein Coding,Q9NZM3,46,GC02M024203,0.700361907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN2
RILP,Rab Interacting Lysosomal Protein,Protein Coding,Q96NA2,42,GC17M001646,0.700361907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RILP
STX10,Syntaxin 10,Protein Coding,O60499,40,GC19M013144,0.700361907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX10
DUSP4,Dual Specificity Phosphatase 4,Protein Coding,Q13115,48,GC08M029339,0.697139621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP4
MTREX,Mtr4 Exosome RNA Helicase,Protein Coding,P42285,44,GC05P055308,0.691421211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTREX
GPKOW,G-Patch Domain And KOW Motifs,Protein Coding,Q92917,42,GC0XM049113,0.691421211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPKOW
GRWD1,Glutamate Rich WD Repeat Containing 1,Protein Coding,Q9BQ67,42,GC19P048445,0.691421211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRWD1
WDR70,WD Repeat Domain 70,Protein Coding,Q9NW82,42,GC05P037763,0.691421211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR70
FAM201A,Family With Sequence Similarity 201 Member A,RNA Gene,Q5SY85,25,GC09P038620,0.69030422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM201A
LINC00908,Long Intergenic Non-Protein Coding RNA 908,RNA Gene,,18,GC18P076528,0.69030422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00908
TTTY6,"Testis-Specific Transcript, Y-Linked 6",RNA Gene,,16,GC0YM022440,0.69030422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY6
TTTY6B,"Testis-Specific Transcript, Y-Linked 6B",RNA Gene,,15,GC0YP022144,0.69030422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY6B
LINC01228,Long Intergenic Non-Protein Coding RNA 1228,RNA Gene,,14,GC16M079798,0.69030422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01228
RABGEF1,RAB Guanine Nucleotide Exchange Factor 1,Protein Coding,Q9UJ41,49,GC07P079323,0.690104842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABGEF1
STK26,Serine/Threonine Kinase 26,Protein Coding,Q9P289,49,GC0XP132023,0.690104842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK26
TMF1,TATA Element Modulatory Factor 1,Protein Coding,P82094,44,GC03M069019,0.690104842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMF1
EMC2,ER Membrane Protein Complex Subunit 2,Protein Coding,Q15006,42,GC08P108443,0.690104842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC2
EMC3,ER Membrane Protein Complex Subunit 3,Protein Coding,Q9P0I2,40,GC03M010632,0.690104842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC3
AP1S1,Adaptor Related Protein Complex 1 Subunit Sigma 1,Protein Coding,P61966,46,GC07P101154,0.685232818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1S1
FAR1,Fatty Acyl-CoA Reductase 1,Protein Coding,Q8WVX9,49,GC11P013668,0.684831142,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAR1
HSPA1L,Heat Shock Protein Family A (Hsp70) Member 1 Like,Protein Coding,P34931,51,GC06M031809,0.684381068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1L
CDKAL1,CDK5 Regulatory Subunit Associated Protein 1 Like 1,Protein Coding,Q5VV42,46,GC06P020534,0.684381068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1
CLCC1,Chloride Channel CLIC Like 1,Protein Coding,Q96S66,45,GC01M108881,0.684381068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCC1
SNAP47,Synaptosome Associated Protein 47,Protein Coding,Q5SQN1,41,GC01P227730,0.684381068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP47
FBP2,Fructose-Bisphosphatase 2,Protein Coding,O00757,49,GC09M094558,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBP2
ELF2,E74 Like ETS Transcription Factor 2,Protein Coding,Q15723,48,GC04M139028,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF2
ELF4,E74 Like ETS Transcription Factor 4,Protein Coding,Q99607,48,GC0XM130064,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF4
PSKH1,Protein Serine Kinase H1,Protein Coding,P11801,45,GC16P067893,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSKH1
SLC43A1,Solute Carrier Family 43 Member 1,Protein Coding,O75387,45,GC11M108938,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A1
UGT3A2,UDP Glycosyltransferase Family 3 Member A2,Protein Coding,Q3SY77,45,GC05M036036,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT3A2
SLC43A2,Solute Carrier Family 43 Member 2,Protein Coding,Q8N370,42,GC17M013176,0.681588948,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A2
COIL,Coilin,Protein Coding,P38432,48,GC17M056938,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COIL
SRSF6,Serine And Arginine Rich Splicing Factor 6,Protein Coding,Q13247,47,GC20P043457,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF6
GTPBP1,GTP Binding Protein 1,Protein Coding,O00178,46,GC22P038705,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1
NXF1,Nuclear RNA Export Factor 1,Protein Coding,Q9UBU9,46,GC11M109105,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF1
PPIL3,Peptidylprolyl Isomerase Like 3,Protein Coding,Q9H2H8,45,GC02M200870,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL3
NAP1L4,Nucleosome Assembly Protein 1 Like 4,Protein Coding,Q99733,44,GC11M002944,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L4
MEPCE,Methylphosphate Capping Enzyme,Protein Coding,Q7L2J0,40,GC07P100428,0.680964053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEPCE
OSBPL7,Oxysterol Binding Protein Like 7,Protein Coding,Q9BZF2,44,GC17M047807,0.678489208,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL7
MAPT-AS1,MAPT Antisense RNA 1,RNA Gene,,21,GC17M045799,0.676801622,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT-AS1
MIR485,MicroRNA 485,RNA Gene,,20,GC14P112750,0.676801622,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR485
LINC01614,Long Intergenic Non-Protein Coding RNA 1614,RNA Gene,,15,GC02P215717,0.676801622,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01614
DNAJB2,DnaJ Heat Shock Protein Family (Hsp40) Member B2,Protein Coding,P25686,49,GC02P219279,0.675908446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB2
AP3S1,Adaptor Related Protein Complex 3 Subunit Sigma 1,Protein Coding,Q92572,47,GC05P115841,0.675908446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3S1
TBC1D8B,TBC1 Domain Family Member 8B,Protein Coding,Q0IIM8,41,GC0XP106802,0.675908446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D8B
ALOX5,Arachidonate 5-Lipoxygenase,Protein Coding,P09917,54,GC10P045374,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5
PAX3,Paired Box 3,Protein Coding,P23760,53,GC02M222199,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX3
PKLR,Pyruvate Kinase L/R,Protein Coding,P30613,53,GC01M155289,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKLR
KAT6B,Lysine Acetyltransferase 6B,Protein Coding,Q8WYB5,52,GC10P074880,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT6B
BRD2,Bromodomain Containing 2,Protein Coding,P25440,50,GC06P104134,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD2
PRPF3,Pre-MRNA Processing Factor 3,Protein Coding,O43395,50,GC01P150321,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF3
RPS20,Ribosomal Protein S20,Protein Coding,P60866,50,GC08M056067,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS20
SUV39H1,SUV39H1 Histone Lysine Methyltransferase,Protein Coding,O43463,50,GC0XP052148,0.6725474,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUV39H1
